region,country_code,menu_split_store_id,creation_date,mother_brand_store_id,store_segment,tags
EEMEA,UA,238246,2020-11-19,237234,Long Tail,Healthy
SWE,IT,298810,2021-04-27,297880,Long Tail,Food
SWE,ES,310722,2021-05-27,310494,Long Tail,Food
EEMEA,RO,295322,2021-04-20,295255,Long Tail,-
SWE,IT,257921,2021-01-18,257647,Long Tail,Food
SWE,ES,286643,2021-03-30,147093,Long Tail,Burger
SWE,PL,245216,2020-12-04,192547,Long Tail,Polish
EEMEA,UA,311932,2021-05-27,268644,Local Hero,Japanese
SWE,IT,298756,2021-04-27,298457,Long Tail,Food
EEMEA,UG,309504,2021-05-25,309573,Long Tail,Food
SWE,IT,291426,2021-04-12,291102,Long Tail,Food
SWE,PL,240440,2020-11-25,130853,Long Tail,Pasta
EEMEA,RO,284795,2021-03-25,247621,Long Tail,Food
EEMEA,UA,238228,2020-11-19,224951,Long Tail,Ice Cream
SWE,IT,301946,2021-05-05,256541,Long Tail,Qcommerce
SWE,ES,304200,2021-05-11,303942,Long Tail,Food
EEMEA,UA,252802,2020-12-23,138654,Long Tail,Pizza
SWE,ES,245048,2020-12-04,245040,Long Tail,Burger
EEMEA,HR,202238,2020-07-08,145994,Long Tail,Italian
SWE,PL,277801,2021-03-06,277592,Long Tail,Food
SWE,PT,282624,2021-03-19,165736,Long Tail,Food
SWE,IT,303662,2021-05-10,295274,Long Tail,Food
SWE,IT,285683,2021-03-29,285150,Long Tail,Food
SWE,IT,267975,2021-02-12,266051,Long Tail,-
SWE,IT,305979,2021-05-16,304877,Long Tail,Food
SWE,IT,257653,2021-01-15,257248,Long Tail,Snacks
SWE,IT,274880,2021-03-01,272234,Long Tail,Pizza
SWE,IT,229848,2020-10-26,139002,Long Tail,Italian
EEMEA,RO,245844,2020-12-07,26688,Long Tail,Pizza
SWE,IT,287178,2021-03-31,232332,Long Tail,Food
EEMEA,KE,227123,2020-10-18,67680,Long Tail,Pakistani
SWE,ES,291866,2021-04-13,286727,Long Tail,Food
SWE,PL,252394,2020-12-22,252373,Long Tail,Food
EEMEA,UA,291225,2021-04-12,165181,Long Tail,Qcommerce
EEMEA,UA,233571,2020-11-05,233553,Long Tail,Italian
EEMEA,MA,264684,2021-02-03,264679,Long Tail,Pasta
SWE,PL,242874,2020-11-28,211172,Long Tail,Food
SWE,ES,261074,2021-01-26,260285,Long Tail,Pizza
SWE,PL,211181,2020-08-17,211169,Long Tail,Food
EEMEA,UA,254640,2020-12-31,226435,Long Tail,Sweets
SWE,IT,244724,2020-12-03,244338,Long Tail,Food
EEMEA,UA,291377,2021-04-12,188389,Long Tail,Qcommerce
EEMEA,UA,291334,2021-04-12,165216,Long Tail,Qcommerce
SWE,ES,254859,2021-01-04,255154,Long Tail,Sandwich
EEMEA,MA,224391,2020-10-09,209653,Long Tail,Burger
SWE,ES,208628,2020-08-05,85498,Long Tail,Sandwich
SWE,ES,306287,2021-05-17,306273,Long Tail,Food
SWE,ES,275693,2021-03-02,275295,Long Tail,Pizza
SWE,IT,243471,2020-11-30,149796,Long Tail,Mexican
SWE,IT,308452,2021-05-21,307167,Long Tail,Food
SWE,IT,261805,2021-01-27,261736,Long Tail,Food
SWE,IT,307789,2021-05-20,307318,Long Tail,Food
LATAM,EC,200717,2020-07-02,96477,Long Tail,Ice Cream
SWE,ES,310968,2021-05-27,56609,Long Tail,Food
SWE,IT,273676,2021-02-25,272347,Long Tail,Chinese
EEMEA,UG,286097,2021-03-29,279548,Long Tail,Food
SWE,ES,294089,2021-04-16,293967,Long Tail,Food
SWE,IT,246665,2020-12-09,246679,Local Hero,Food
SWE,ES,287004,2021-03-31,283210,Long Tail,Chicken
SWE,IT,278482,2021-03-09,277990,Long Tail,Burger
EEMEA,RO,215527,2020-09-04,160421,Long Tail,Food
SWE,PL,253928,2020-12-29,253767,Long Tail,Pizza
SWE,IT,248125,2020-12-12,158026,Big Chain,Sweets
SWE,IT,299660,2021-04-29,76713,Long Tail,Food
SWE,ES,264021,2021-02-01,263925,Long Tail,Pizza
SWE,PL,298143,2021-04-26,298027,Long Tail,Food
SWE,ES,241831,2020-11-27,74173,Long Tail,Burger
EEMEA,UG,310158,2021-05-26,307176,Long Tail,Food
EEMEA,MA,219096,2020-09-21,218170,Long Tail,Italian
SWE,IT,224319,2020-10-09,219619,Long Tail,Chinese
SWE,IT,264619,2021-02-03,264654,Long Tail,Food
SWE,ES,300551,2021-04-30,297602,Long Tail,Food
SWE,ES,304956,2021-05-12,288746,Long Tail,Food
SWE,ES,303931,2021-05-10,214695,Long Tail,Food
EEMEA,RS,298775,2021-04-27,243764,Long Tail,Food
SWE,ES,299901,2021-04-29,264464,Long Tail,Food
SWE,PL,249196,2020-12-16,249200,Long Tail,Food
EEMEA,UA,267213,2021-02-10,149863,Long Tail,Sushi
SWE,IT,296451,2021-04-22,295790,Long Tail,Food
SWE,IT,306604,2021-05-18,306243,Long Tail,Food
SWE,IT,296705,2021-04-22,47938,Long Tail,Food
SWE,IT,205027,2020-07-20,106422,Long Tail,Sandwich
EEMEA,UA,291343,2021-04-12,163435,Long Tail,Qcommerce
EEMEA,UA,247162,2020-12-10,185327,Long Tail,Qcommerce
SWE,PT,235160,2020-11-10,233798,Long Tail,Pizza
SWE,IT,265608,2021-02-05,265138,Long Tail,Burger
SWE,ES,297368,2021-04-23,292609,Long Tail,Food
EEMEA,UA,306659,2021-05-18,306599,Local Hero,Sushi
EEMEA,CI,216703,2020-09-11,154916,Long Tail,Italian
SWE,ES,299997,2021-04-29,297610,Long Tail,Food
EEMEA,UG,292843,2021-04-15,284994,Long Tail,Food
SWE,PL,293005,2021-04-15,292897,Long Tail,Food
SWE,PL,249197,2020-12-16,249200,Long Tail,Food
EEMEA,MA,225808,2020-10-13,80576,Long Tail,Pizza
EEMEA,UA,250917,2020-12-18,151235,Local Hero,Sushi
SWE,PL,227912,2020-10-21,122146,Long Tail,Mexican
SWE,IT,300965,2021-05-03,148323,Long Tail,Food
SWE,IT,297975,2021-04-26,297885,Long Tail,Food
SWE,IT,301350,2021-05-04,267558,Long Tail,Food
SWE,ES,298181,2021-04-26,297524,Long Tail,Chicken
EEMEA,UA,254247,2020-12-30,253764,Long Tail,Japanese
SWE,PL,304242,2021-05-11,304170,Long Tail,Food
SWE,IT,273950,2021-02-25,273526,Long Tail,Food
SWE,PL,287341,2021-04-01,134419,Long Tail,Food
SWE,PL,243092,2020-11-29,92471,Long Tail,Pizza
SWE,PL,242876,2020-11-28,211174,Long Tail,Food
SWE,ES,301691,2021-05-04,196749,Long Tail,Food
SWE,PL,256794,2021-01-13,256145,Long Tail,Food
EEMEA,UA,247382,2020-12-10,190479,Long Tail,Groceries
SWE,IT,272722,2021-02-24,271584,Long Tail,Pizza
SWE,IT,231704,2020-10-30,229754,Long Tail,Italian
SWE,ES,205930,2020-07-23,86102,Long Tail,Healthy
SWE,IT,296720,2021-04-22,267931,Long Tail,Food
SWE,PL,210707,2020-08-13,97261,Long Tail,Food
SWE,IT,202823,2020-07-09,147623,Long Tail,Desserts
SWE,ES,215936,2020-09-07,215857,Long Tail,Pizza
SWE,IT,232610,2020-11-03,122581,Long Tail,Food
SWE,ES,216190,2020-09-08,215978,Long Tail,Burger
SWE,IT,289738,2021-04-07,261403,Long Tail,Food
EEMEA,RO,208182,2020-08-03,207382,Long Tail,Pizza
SWE,IT,288671,2021-04-05,287130,Long Tail,Food
SWE,PL,258388,2021-01-19,258290,Long Tail,Food
SWE,PT,228294,2020-10-21,191312,Long Tail,Food
SWE,IT,302384,2021-05-06,286768,Long Tail,Food
SWE,IT,299949,2021-04-29,295331,Long Tail,Food
EEMEA,UA,249973,2020-12-17,208310,Long Tail,Qcommerce
SWE,IT,245898,2020-12-07,244704,Long Tail,Japanese
SWE,ES,267908,2021-02-11,257698,Long Tail,Snacks
SWE,ES,306715,2021-05-18,306390,Long Tail,Food
SWE,PL,303720,2021-05-10,92772,Long Tail,Polish
EEMEA,UA,311421,2021-05-27,164415,Long Tail,Qcommerce
EEMEA,GE,233452,2020-11-05,229187,Long Tail,Italian
SWE,ES,301557,2021-05-04,273931,Long Tail,Food
SWE,IT,301645,2021-05-04,301352,Long Tail,Food
SWE,IT,228853,2020-10-22,127505,Long Tail,Qcommerce
SWE,ES,208385,2020-08-04,8464,Long Tail,Chicken
SWE,IT,281577,2021-03-17,280042,Long Tail,Gourmet
SWE,PL,251648,2020-12-20,247638,Long Tail,Food
SWE,IT,237678,2020-11-18,237794,Long Tail,Italian
EEMEA,KE,278503,2021-03-09,258310,Long Tail,Food
SWE,ES,313503,2021-05-31,267877,Long Tail,Food
EEMEA,UA,284543,2021-03-25,284485,Long Tail,Food
SWE,IT,298231,2021-04-26,297979,Long Tail,Food
SWE,PL,231786,2020-10-30,231782,Long Tail,Grill
SWE,ES,208440,2020-08-04,92612,Long Tail,Japanese
EEMEA,GE,237314,2020-11-17,111910,Long Tail,Food
SWE,ES,205961,2020-07-23,86102,Long Tail,Pizza
SWE,IT,235868,2020-11-12,235855,Long Tail,Food
SWE,IT,298295,2021-04-26,266968,Long Tail,Food
SWE,ES,279756,2021-03-11,277836,Long Tail,Mexican
SWE,IT,229979,2020-10-26,31426,Long Tail,Grill
SWE,IT,224408,2020-10-09,130270,Long Tail,American
SWE,IT,272167,2021-02-23,272037,Long Tail,Indian
SWE,IT,301482,2021-05-04,198807,Long Tail,Food
SWE,IT,282423,2021-03-19,282301,Long Tail,Food
SWE,ES,291556,2021-04-12,291518,Long Tail,Food
EEMEA,RO,277063,2021-03-04,215859,Long Tail,Pizza
EEMEA,HR,252760,2020-12-23,213870,Long Tail,Sandwich
EEMEA,UG,290970,2021-04-10,289427,Long Tail,Food
EEMEA,UA,221752,2020-10-01,85917,Long Tail,Italian
SWE,ES,308001,2021-05-20,257363,Long Tail,Food
SWE,IT,247343,2020-12-10,247322,Long Tail,Burger
EEMEA,KG,302591,2021-05-06,272543,Long Tail,Pizza
SWE,ES,287231,2021-03-31,287146,Long Tail,Burger
SWE,IT,262362,2021-01-28,262189,Long Tail,Italian
EEMEA,UA,306736,2021-05-18,183514,Long Tail,Groceries
SWE,IT,251738,2020-12-21,251501,Long Tail,Qcommerce
EEMEA,UA,235128,2020-11-10,235104,Long Tail,Vietnamese
SWE,ES,283131,2021-03-22,282688,Long Tail,Tacos
SWE,PL,229446,2020-10-24,227272,Long Tail,Food
EEMEA,UA,238363,2020-11-19,235922,Local Hero,-
SWE,ES,213557,2020-08-26,212951,Long Tail,Spanish
SWE,IT,266722,2021-02-09,266428,Long Tail,Italian
SWE,IT,290005,2021-04-08,289697,Long Tail,Food
SWE,IT,287200,2021-03-31,287090,Long Tail,Food
EEMEA,UA,294904,2021-04-20,165180,Long Tail,Qcommerce
EEMEA,UA,294905,2021-04-20,164522,Long Tail,Qcommerce
EEMEA,KE,248990,2020-12-15,248751,Long Tail,-
SWE,IT,295451,2021-04-20,294997,Long Tail,Food
EEMEA,UG,265654,2021-02-05,246550,Long Tail,Burger
SWE,IT,302239,2021-05-05,301490,Long Tail,Food
EEMEA,UA,281489,2021-03-17,130906,Long Tail,Food
SWE,ES,214697,2020-09-01,214663,Long Tail,Spanish
SWE,IT,278627,2021-03-09,277963,Long Tail,Italian
SWE,IT,250938,2020-12-18,250007,Long Tail,Italian
SWE,ES,290204,2021-04-08,289752,Long Tail,Food
SWE,PL,215463,2020-09-04,214407,Long Tail,Pizza
SWE,IT,246745,2020-12-09,243500,Long Tail,Pizza
SWE,IT,305340,2021-05-13,300962,Long Tail,Food
SWE,IT,292420,2021-04-14,202980,Long Tail,Food
EEMEA,UA,219567,2020-09-23,157415,Long Tail,Sushi
EEMEA,RO,297411,2021-04-23,296676,Long Tail,Food
SWE,PL,252981,2020-12-23,252929,Long Tail,Food
SWE,ES,263205,2021-01-29,203088,Long Tail,Burger
EEMEA,UA,199761,2020-06-30,171440,Chain,Japanese
SWE,ES,305760,2021-05-14,305452,Long Tail,Food
SWE,ES,278228,2021-03-08,274542,Long Tail,Burger
EEMEA,UA,248373,2020-12-14,223438,Long Tail,Sushi
SWE,IT,235107,2020-11-10,235241,Long Tail,Burger
EEMEA,RO,208575,2020-08-05,207299,Long Tail,Food
SWE,IT,306107,2021-05-17,305575,Long Tail,Food
SWE,ES,295464,2021-04-20,294117,Long Tail,Food
SWE,PL,254739,2021-01-01,254723,Long Tail,Food
SWE,PL,251731,2020-12-21,251730,Long Tail,Food
EEMEA,UA,291341,2021-04-12,164418,Long Tail,Qcommerce
SWE,IT,267452,2021-02-11,145872,Long Tail,Food
SWE,IT,262171,2021-01-28,253012,Long Tail,Burger
SWE,IT,272340,2021-02-23,231175,Long Tail,Pizza
SWE,IT,254001,2020-12-29,253937,Chain,Snacks
SWE,ES,293191,2021-04-15,292609,Long Tail,Food
EEMEA,KE,297768,2021-04-24,240578,Long Tail,Food
SWE,ES,297378,2021-04-23,219329,Long Tail,Food
SWE,IT,261648,2021-01-27,260955,Long Tail,Burger
EEMEA,RO,233753,2020-11-05,198741,Long Tail,Food
SWE,ES,297084,2021-04-22,181591,Long Tail,Food
SWE,IT,295672,2021-04-21,152913,Long Tail,Food
SWE,ES,207804,2020-07-31,14695,Long Tail,Empanadas
SWE,IT,294917,2021-04-20,294594,Long Tail,Food
SWE,IT,285353,2021-03-26,283609,Long Tail,Food
EEMEA,RO,271361,2021-02-22,271345,Long Tail,Pizza
SWE,ES,220104,2020-09-24,219186,Long Tail,Pizza
SWE,IT,253959,2020-12-29,249780,Long Tail,Food
SWE,IT,305230,2021-05-13,192481,Long Tail,Food
SWE,IT,262691,2021-01-29,262356,Long Tail,Food
SWE,IT,227987,2020-10-21,103050,Long Tail,Food
SWE,IT,274146,2021-02-26,273926,Long Tail,Sushi
SWE,IT,269053,2021-02-15,265185,Long Tail,Food
EEMEA,UA,311316,2021-05-27,254583,Long Tail,Healthy
SWE,PL,231765,2020-10-30,203440,Long Tail,Polish
LATAM,EC,232022,2020-10-31,61800,Long Tail,Healthy
SWE,IT,253759,2020-12-28,253691,Long Tail,Food
SWE,IT,303549,2021-05-09,193907,Long Tail,Food
SWE,PT,228281,2020-10-21,118036,Long Tail,Food
EEMEA,RO,217513,2020-09-15,191968,Long Tail,Sweets
SWE,PL,200924,2020-07-03,124111,Long Tail,Polish
EEMEA,RS,287065,2021-03-31,239360,Long Tail,Groceries
EEMEA,GE,236468,2020-11-13,48558,Long Tail,Italian
EEMEA,UA,294961,2021-04-20,164469,Long Tail,Qcommerce
SWE,PT,228223,2020-10-21,196260,Long Tail,Food
SWE,ES,270066,2021-02-17,263195,Long Tail,Burger
SWE,IT,300205,2021-04-30,296801,Long Tail,Food
SWE,IT,283628,2021-03-23,283161,Long Tail,Food
SWE,IT,264351,2021-02-02,265138,Long Tail,Pizza
SWE,PT,232371,2020-11-02,233021,Long Tail,Burger
SWE,IT,295733,2021-04-21,291142,Long Tail,Food
SWE,ES,302628,2021-05-06,16279,Long Tail,Food
SWE,ES,312928,2021-05-29,100194,Long Tail,Food
EEMEA,MA,231213,2020-10-28,228895,Long Tail,Italian
EEMEA,RO,210422,2020-08-12,206621,Long Tail,Food
EEMEA,HR,221460,2020-09-30,94397,Long Tail,Burger
EEMEA,HR,246743,2020-12-09,114589,Long Tail,-
SWE,IT,249813,2020-12-17,249687,Long Tail,Food
SWE,ES,267926,2021-02-11,240297,Long Tail,Burger
SWE,IT,223799,2020-10-08,223026,Long Tail,Italian
SWE,ES,216182,2020-09-08,140110,Long Tail,Kebab
SWE,ES,300980,2021-05-03,300578,Long Tail,Food
SWE,ES,308657,2021-05-21,208468,Long Tail,Food
SWE,IT,301234,2021-05-04,240190,Long Tail,Food
EEMEA,UA,237423,2020-11-17,94876,Local Hero,-
SWE,ES,209694,2020-08-07,174337,Long Tail,Grill
SWE,IT,262119,2021-01-28,59749,Long Tail,Italian
EEMEA,UA,297706,2021-04-24,45482,Long Tail,Qcommerce
SWE,ES,309477,2021-05-24,111528,Long Tail,Food
SWE,IT,247379,2020-12-10,11940,Long Tail,Italian
SWE,PL,254232,2020-12-30,251458,Long Tail,Food
SWE,IT,250958,2020-12-18,249869,Long Tail,Chinese
EEMEA,UA,287412,2021-04-01,287350,Long Tail,Food
SWE,ES,289670,2021-04-07,283632,Long Tail,Food
SWE,ES,199310,2020-06-26,102042,Long Tail,Sandwich
SWE,PL,232092,2020-10-31,229414,Long Tail,Pizza
SWE,ES,216446,2020-09-09,216199,Local Hero,Turkish
SWE,IT,267660,2021-02-11,267537,Long Tail,Sushi
SWE,ES,308990,2021-05-22,308713,Long Tail,Food
SWE,ES,267392,2021-02-10,119854,Long Tail,Latin
SWE,PL,247512,2020-12-11,247067,Long Tail,Food
SWE,IT,262630,2021-01-29,256832,Long Tail,Sandwich
SWE,PL,239644,2020-11-23,151485,Long Tail,Polish
LATAM,PE,233360,2020-11-04,200271,Long Tail,Food
SWE,IT,286075,2021-03-29,285753,Long Tail,Food
SWE,ES,312621,2021-05-28,312542,Long Tail,Food
SWE,IT,299284,2021-04-28,142029,Long Tail,Food
SWE,PT,276990,2021-03-04,275363,Long Tail,Food
EEMEA,KE,248999,2020-12-15,57499,Long Tail,Snacks
SWE,ES,228458,2020-10-21,228122,Long Tail,Burger
SWE,IT,301358,2021-05-04,300844,Long Tail,Food
EEMEA,UA,268228,2021-02-12,68631,Chain,Japanese
EEMEA,RO,299615,2021-04-29,267241,Long Tail,Food
SWE,PL,240259,2020-11-24,240220,Long Tail,Polish
SWE,IT,263800,2021-02-01,260918,Long Tail,Italian
SWE,IT,273744,2021-02-25,267549,Long Tail,Pizza
SWE,ES,303516,2021-05-08,303509,Long Tail,Food
SWE,ES,279350,2021-03-10,245460,Long Tail,Ramen
EEMEA,CI,212096,2020-08-20,151433,Long Tail,Ivorian
SWE,IT,306339,2021-05-17,306216,Long Tail,Food
EEMEA,UA,295159,2021-04-20,164390,Long Tail,Qcommerce
EEMEA,UG,290826,2021-04-09,277783,Long Tail,Food
SWE,IT,272822,2021-02-24,272379,Long Tail,Sandwich
SWE,IT,301784,2021-05-05,111126,Long Tail,Food
EEMEA,RO,304033,2021-05-11,297996,Long Tail,-
SWE,IT,261088,2021-01-26,260862,Long Tail,Pizza
EEMEA,KE,297951,2021-04-26,297837,Long Tail,Food
SWE,ES,310405,2021-05-26,181551,Long Tail,Food
SWE,ES,302805,2021-05-06,257542,Long Tail,Food
SWE,IT,302989,2021-05-07,52129,Long Tail,Food
EEMEA,RO,235910,2020-11-12,183225,Long Tail,Food
SWE,IT,275609,2021-03-02,248733,Long Tail,Pizza
SWE,ES,287035,2021-03-31,209761,Long Tail,Chicken
EEMEA,RO,218442,2020-09-18,186046,Long Tail,-
SWE,IT,285551,2021-03-27,284574,Long Tail,Food
SWE,PL,229241,2020-10-23,189648,Long Tail,Burger
SWE,ES,270946,2021-02-19,263923,Long Tail,Healthy
EEMEA,UA,311879,2021-05-27,311802,Local Hero,Healthy
SWE,IT,300646,2021-05-01,200466,Long Tail,Food
SWE,IT,299855,2021-04-29,88585,Long Tail,Food
SWE,ES,308992,2021-05-22,93628,Long Tail,Food
SWE,IT,285682,2021-03-29,283060,Long Tail,Food
SWE,PL,288255,2021-04-02,134422,Long Tail,Food
EEMEA,KZ,220425,2020-09-26,220434,Long Tail,Uzbeki
SWE,IT,246595,2020-12-09,243189,Long Tail,Pizza
SWE,IT,244435,2020-12-02,73394,Long Tail,Burger
SWE,ES,271869,2021-02-22,232939,Long Tail,Food
SWE,IT,307764,2021-05-20,307503,Long Tail,Food
SWE,PL,302621,2021-05-06,302597,Long Tail,Food
SWE,IT,293061,2021-04-15,292161,Long Tail,Food
EEMEA,MA,219694,2020-09-23,210077,Long Tail,Healthy
SWE,IT,298022,2021-04-26,297390,Long Tail,Food
SWE,ES,312926,2021-05-29,100194,Long Tail,Food
SWE,PT,270906,2021-02-19,270896,Long Tail,Food
EEMEA,RO,236135,2020-11-12,233570,Long Tail,Sandwich
SWE,PL,229462,2020-10-24,229454,Long Tail,Food
SWE,PT,252921,2020-12-23,254394,Long Tail,Food
EEMEA,MA,252303,2020-12-22,251492,Long Tail,Sweets
SWE,IT,228727,2020-10-22,76581,Long Tail,Burger
SWE,IT,300277,2021-04-30,48307,Long Tail,Food
SWE,IT,273819,2021-02-25,260812,Long Tail,Chicken
EEMEA,KG,302595,2021-05-06,272543,Long Tail,Sushi
SWE,ES,309781,2021-05-25,302781,Long Tail,Food
SWE,IT,296002,2021-04-21,295868,Long Tail,Food
SWE,ES,253567,2020-12-25,134084,Long Tail,Food
EEMEA,UA,311412,2021-05-27,164444,Long Tail,Qcommerce
SWE,PL,194202,2020-06-10,214507,Long Tail,Food
SWE,ES,233415,2020-11-04,233392,Long Tail,Pakistani
SWE,PL,229501,2020-10-24,126362,Long Tail,Indian
LATAM,PE,263871,2021-02-01,263872,Long Tail,Food
EEMEA,HR,233254,2020-11-04,108530,Long Tail,Sweets
SWE,ES,275218,2021-03-01,217645,Long Tail,Spanish
SWE,ES,221022,2020-09-29,189629,Long Tail,American
SWE,ES,303821,2021-05-10,303193,Long Tail,Food
SWE,ES,287825,2021-04-01,281342,Long Tail,Snacks
EEMEA,MA,224258,2020-10-09,144655,Long Tail,Italian
SWE,IT,285423,2021-03-26,285347,Long Tail,Food
SWE,IT,248745,2020-12-15,243856,Long Tail,Food
SWE,IT,293932,2021-04-16,294542,Long Tail,Food
EEMEA,GE,236461,2020-11-13,199216,Long Tail,Healthy
SWE,ES,247857,2020-12-11,77454,Long Tail,Mexican
SWE,ES,220737,2020-09-28,175797,Long Tail,Pizza
SWE,IT,258097,2021-01-18,258033,Long Tail,Pizza
SWE,IT,313327,2021-05-31,310531,Long Tail,Food
SWE,ES,284791,2021-03-25,282154,Long Tail,Mexican
SWE,ES,296198,2021-04-21,281244,Long Tail,Food
SWE,IT,303633,2021-05-10,302952,Long Tail,Food
SWE,IT,295770,2021-04-21,194276,Long Tail,Food
SWE,ES,282667,2021-03-19,53651,Long Tail,Burger
EEMEA,UA,239706,2020-11-23,119081,Long Tail,Japanese
SWE,IT,243360,2020-11-30,233585,Long Tail,Qcommerce
SWE,ES,274738,2021-02-27,274663,Long Tail,Italian
EEMEA,UA,245730,2020-12-06,245728,Long Tail,American
EEMEA,UA,311878,2021-05-27,216498,Local Hero,Healthy
SWE,ES,279656,2021-03-11,279627,Long Tail,Latin
SWE,IT,284744,2021-03-25,284697,Long Tail,Food
EEMEA,RO,204702,2020-07-17,118738,Long Tail,Pizza
SWE,ES,272504,2021-02-23,269676,Long Tail,Sushi
SWE,IT,303772,2021-05-10,303658,Long Tail,Food
SWE,IT,234259,2020-11-06,234230,Long Tail,Pizza
SWE,IT,254561,2020-12-31,251798,Long Tail,Sandwich
SWE,IT,309660,2021-05-25,306223,Big Chain,Food
SWE,IT,301312,2021-05-04,240316,Long Tail,Food
SWE,ES,210564,2020-08-12,178382,Long Tail,Burger
SWE,IT,300300,2021-04-30,298064,Long Tail,Food
SWE,IT,295058,2021-04-20,160450,Long Tail,Food
SWE,PL,243267,2020-11-30,243287,Long Tail,Pizza
SWE,ES,298668,2021-04-27,258215,Long Tail,Food
SWE,IT,233275,2020-11-04,113036,Long Tail,Food
SWE,IT,292215,2021-04-14,291904,Long Tail,Food
EEMEA,UG,285616,2021-03-28,285608,Long Tail,Food
EEMEA,RO,230342,2020-10-27,228701,Long Tail,Food
SWE,PL,239776,2020-11-23,189994,Long Tail,Kebab
SWE,ES,281157,2021-03-16,280814,Long Tail,Mexican
SWE,ES,279337,2021-03-10,189008,Long Tail,Ramen
SWE,IT,281989,2021-03-18,281952,Long Tail,Burger
SWE,IT,231008,2020-10-28,139550,Long Tail,Burger
SWE,ES,279779,2021-03-11,44327,Long Tail,Pizza
SWE,PL,229459,2020-10-24,229454,Long Tail,Polish
EEMEA,KE,214760,2020-09-01,181484,Long Tail,Kenyan
EEMEA,UA,240576,2020-11-25,240531,Long Tail,Sushi
SWE,PT,241378,2020-11-26,241373,Long Tail,Italian
SWE,ES,303179,2021-05-07,169890,Long Tail,Food
SWE,IT,301290,2021-05-04,103112,Long Tail,Food
EEMEA,RS,288918,2021-04-05,278449,Long Tail,Food
EEMEA,KE,285779,2021-03-29,286129,Long Tail,Food
SWE,IT,221286,2020-09-30,220913,Long Tail,Food
SWE,PT,228230,2020-10-21,193806,Long Tail,Food
EEMEA,RO,274434,2021-02-26,97222,Long Tail,Food
SWE,IT,299695,2021-04-29,175544,Long Tail,Food
SWE,IT,251282,2020-12-18,252288,Long Tail,Sandwich
SWE,ES,231298,2020-10-29,226924,Long Tail,Pizza
SWE,PL,243089,2020-11-29,246976,Long Tail,Polish
EEMEA,RO,233747,2020-11-05,219049,Long Tail,Sandwich
EEMEA,MA,248997,2020-12-15,249071,Long Tail,Moroccan
SWE,IT,202865,2020-07-09,201002,Long Tail,Food
SWE,IT,228738,2020-10-22,104784,Long Tail,Pizza
SWE,ES,309876,2021-05-25,307432,Long Tail,Food
SWE,IT,267228,2021-02-10,265875,Long Tail,Sandwich
SWE,IT,222409,2020-10-03,206189,Long Tail,Kebab
EEMEA,UA,227337,2020-10-19,227336,Long Tail,Burger
SWE,IT,300045,2021-04-29,242117,Long Tail,Food
EEMEA,MA,231005,2020-10-28,225747,Long Tail,Italian
EEMEA,CI,232648,2020-11-03,75817,Long Tail,Snacks
EEMEA,UA,290494,2021-04-09,230971,Long Tail,Groceries
SWE,ES,313403,2021-05-31,313310,Long Tail,Food
SWE,IT,267676,2021-02-11,265653,Long Tail,Pizza
SWE,ES,297617,2021-04-23,240000,Long Tail,Food
EEMEA,UA,246701,2020-12-09,152964,Long Tail,Pizza
SWE,IT,309578,2021-05-25,205083,Long Tail,Food
SWE,ES,286173,2021-03-29,283804,Long Tail,American
EEMEA,UA,312095,2021-05-27,268644,Local Hero,Ukrainian
EEMEA,RO,209126,2020-08-06,28134,Long Tail,-
LATAM,AR,197113,2020-06-19,165463,Local Hero,Qcommerce
SWE,IT,291742,2021-04-13,291707,Long Tail,Food
SWE,IT,248131,2020-12-12,158003,Big Chain,Sweets
SWE,IT,294003,2021-04-16,291074,Long Tail,Food
SWE,PT,236562,2020-11-13,219729,Long Tail,Burger
SWE,IT,226049,2020-10-14,214820,Long Tail,Sandwich
EEMEA,RO,241702,2020-11-26,122165,Long Tail,Grill
EEMEA,UA,238464,2020-11-19,190010,Long Tail,Qcommerce
LATAM,EC,228965,2020-10-22,193601,Long Tail,Burger
SWE,ES,298687,2021-04-27,265436,Long Tail,Food
SWE,PL,212050,2020-08-20,210655,Long Tail,Polish
EEMEA,UA,294682,2021-04-19,164479,Long Tail,Qcommerce
SWE,IT,309787,2021-05-25,152143,Long Tail,Food
SWE,IT,256237,2021-01-11,256192,Long Tail,Chicken
SWE,ES,193260,2020-06-06,20282,Long Tail,Empanadas
EEMEA,MA,229717,2020-10-25,226853,Long Tail,Tacos
SWE,IT,303847,2021-05-10,303684,Long Tail,Food
LATAM,AR,191500,2020-06-01,15920,Long Tail,Sandwich
SWE,PL,303732,2021-05-10,118557,Long Tail,Food
SWE,ES,279638,2021-03-11,274571,Long Tail,Chicken
SWE,IT,295411,2021-04-20,295316,Long Tail,Food
SWE,ES,209810,2020-08-08,137640,Long Tail,Healthy
SWE,IT,250031,2020-12-17,249945,Long Tail,Poke
SWE,PL,277551,2021-03-05,115479,Long Tail,Food
SWE,PT,228400,2020-10-21,204903,Long Tail,Food
SWE,ES,271096,2021-02-20,271088,Long Tail,Burger
LATAM,EC,209735,2020-08-07,209734,Long Tail,Burger
SWE,IT,279945,2021-03-12,163760,Long Tail,Food
SWE,PT,252695,2020-12-22,252706,Long Tail,Food
SWE,PL,236603,2020-11-13,233437,Long Tail,Burger
